,product,brand,type,image,highlight,description,spec,delivery,related
https://bot-hive.com/product/nachi-mz04e-01,['Nachi - MZ04E-01'],['Nachi Robotics Systems Inc.'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/mz04_b8128760-e229-11ea-a4d8-1976612b2082.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nMZ04E robots use “Safe Robot” technology and use motors rated at no more than 80w on each of its axes. It can be used without safety fences* and operators can work adjacent to the robot. (* Risk assessment required)  In addition to the MZ04E Safe Robot, the MZ04 robots incorporate optional direct teaching technology that allows operators to physically move the arm to teach the required operations. This hands-on operation with the robot simplifies and greatly shortens the teaching process.  The MZ04 robot has a footprint equal to an A5 sheet of paper and weighs less than 62 lbs, designed to be extremely compact with minimal installation space, unconventional layout options include; ceiling mount, wall-mounting, and tilted postures.']","{'Payload': '4kg', 'Reach': ' 541cm', 'Axis': ' 6', 'Weight': ' 25kg', 'Repeatability': ' 0.02mm', 'Speed': ' 426.67mm/s'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/nachi-mr20-02', '1': 'https://bot-hive.com/product/nachi-mc12s-01', '2': 'https://bot-hive.com/product/nachi-mr35-01', '3': 'https://bot-hive.com/product/nachi-mc35-01-1'}"
https://bot-hive.com/product/denso-hs035a1-1,['Denso - HS035A1'],['DENSO Robotics'],['SCARA'],['https://files.bot-hive.com/images/bothive/csm_hsa1_a_23938798d8_81f84450-dd68-11ea-8451-bb54ded9339d.png?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}",['Product Description\nThe HS-A1 Series of robots are next-generation SCARA robots that are faster and more accurate than the HS Series of robots while having inherited their advantages.'],"{'Payload': '5kg', 'Reach': ' 350cm', 'Axis': ' 4', 'Weight': ' 25kg', 'Repeatability': ' 0.01mm', 'Speed': ' --'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/denso-hm-4a70', '1': 'https://bot-hive.com/product/denso-hm-4aa0', '2': 'https://bot-hive.com/product/denso-hs045a1-1', '3': 'https://bot-hive.com/product/denso-lph-040a1'}"
https://bot-hive.com/product/schunk-co-act-egp-c-64-n-n-ktoe,['Schunk - Co-Act EGP-C 64-N-N-KTOE'],['Schunk Intec Ltd'],['Co-Act Gripper'],['https://files.bot-hive.com/images/bothive/csm_im0025034_f0e48ecc3a_3be43880-edd9-11ea-a1dd-7fd27e6cfa97.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nElectric 2-finger parallel gripper certified for collaborative operation with actuation via 24 V and digital I/O. Gripping and moving small and medium-sized work pieces with flexible force in collaborative operation in the areas of assembly, electronics and machine tool loading.']","{'Payload': '1.15kg', 'Reach': ' --', 'Axis': ' --', 'Weight': ' 1.15kg', 'Repeatability': ' 0.02mm', 'Speed': ' --'}",['Delivery Times: 1 week'],"{'0': 'https://bot-hive.com/product/schunk-co-act-egp-c-50-n-n-urek', '1': 'https://bot-hive.com/product/schunk-co-act-egp-c-64-n-n-keti', '2': 'https://bot-hive.com/product/schunk-co-act-egp-c-64-n-n-fcr7', '3': 'https://bot-hive.com/product/schunk-co-act-egp-c-64-n-n-urek'}"
https://bot-hive.com/product/fanuc-arc-mate-100ic12,['Fanuc - ARC Mate 100iC/12'],['FANUC UK'],['Arc Welding Robots'],['https://files.bot-hive.com/images/bothive/int-ro-pr-am10012-l-1_69800db0-ccb8-11ea-9e85-ab764373a4bc.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nSpecifically designed for arc welding\nPurpose built for arc welding task, Arc Mate series robots are the product of years of experience in robotics and welding. With payloads of up to 20 kg and reaches up to 2.0 m, this series is suitable for a wide range of arc welding, laser welding, soldering and cutting task. Different models are available to meet a wide variety of demands and, whatever the model, come with a variety of tools to increase their versatility and help make your processes more efficient.']","{'Payload': '12kg', 'Reach': ' 1420cm', 'Axis': ' 6', 'Weight': ' 130kg', 'Repeatability': ' 0.03mm', 'Speed': ' 3625mm/s'}",[],"{'0': 'https://bot-hive.com/product/fanuc-arc-mate-100id10l', '1': 'https://bot-hive.com/product/fanuc-arc-mate-120ic', '2': 'https://bot-hive.com/product/fanuc-arc-mate-50id7l', '3': 'https://bot-hive.com/product/fanuc-m-800ia60'}"
https://bot-hive.com/product/nachi-es06-5520-01,['Nachi - ES06 -5520-01'],['Nachi Robotics Systems Inc.'],['SCARA'],['https://files.bot-hive.com/images/bothive/es06_14eba190-e227-11ea-a4d8-1976612b2082.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe ES SCARA Robot Series consists of two models ranging from 6Kg to 12Kg payload capacity. The ES robot models offer a combination of high-speed, exceptionally high repeatability and mechanical rigidity.  Multiple ES06 models are available ranging from 350mm to 550mm horizontal reach and 200mm to 340mm vertical stroke.  This high speed robot series is excellent for material handling, assembly, electronics, and palletizing task.']","{'Payload': '6kg', 'Reach': ' 550cm', 'Axis': ' 4', 'Weight': ' 37kg', 'Repeatability': ' 0.012mm', 'Speed': ' --'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/nachi-es12-5535-01-1', '1': 'https://bot-hive.com/product/nachi-ez03f4-02-5525-1', '2': 'https://bot-hive.com/product/nachi-es12-8545-01', '3': 'https://bot-hive.com/product/nachi-es12-7045-01'}"
https://bot-hive.com/product/cognex-dataman-8700-series-1,['COGNEX - DataMan 8700 Series'],['Cognex'],['Barcode Scanners'],['https://files.bot-hive.com/images/bothive/dataman-8700_37643b90-5beb-11eb-ac26-2b9f24aba39a.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nManufacturing environments in automotive, medical device, electronics, aerospace, and product security industries require rugged, high performing, and easy to use barcode reading technology to ensure top component traceability and productivity. DataMan 8700 series handheld barcode readers decode the toughest direct part mark (DPM) and label-based codes while withstanding harsh oils, dirt, and water. A built-in display screen enables quick setup and operator feedback, and the readers support a broad range of industrial protocols and communications to connect and operate efficiently in any facility.']","{'Payload': '--', 'Reach': ' --', 'Axis': ' --', 'Weight': ' --', 'Repeatability': ' --', 'Speed': ' --'}",[],"{'0': 'https://bot-hive.com/product/cognex-dataman-8070-series', '1': 'https://bot-hive.com/product/cognex-dataman-8050-series', '2': 'https://bot-hive.com/product/cognex-dataman-370-series', '3': 'https://bot-hive.com/product/cognex-dataman-470-series'}"
https://bot-hive.com/product/robotiq-2f-85-adaptive,['Robotiq - 2F-85 Adaptive'],['Robotiq'],['2 Finger Gripper'],['https://files.bot-hive.com/images/bothive/robotiq-2-finger-85-real_cea21de0-f829-11ea-a511-0b7883ddd162.png?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}",['Product Description\nThe 2F-85 and 2F-140 Adaptive Grippers are the grippers for collaborative robots. Use them to accomplish a complete lineup of task with a fast time-to-production—no robotics expertise required. They’re key to a highly flexible and reliable robotic cell.'],"{'Payload': '5kg', 'Reach': ' --', 'Axis': ' --', 'Weight': ' 0.9kg', 'Repeatability': ' 0.4mm', 'Speed': ' --'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/robotiq-2f-140-adaptive', '1': 'https://bot-hive.com/product/robotiq-hand-e-adaptive-gripper', '2': 'https://bot-hive.com/product/schunk-mpg-plus-20', '3': 'https://bot-hive.com/product/onrobot-rg6'}"
https://bot-hive.com/product/kuka-kr-quantec-120-r3900-ultra-k-f-hp,['KUKA - KR QUANTEC 120 R3900 Ultra K-F-HP'],['Kuka UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/download-2_1bf4ecb0-d716-11ea-b644-71c2a723ed3c.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe KR QUANTEC ultra is the most powerful, stiff and precise robot in the KR QUANTEC series. It offers maximum power in every position and is as dynamic, streamlined and efficient as the other family members. The KR QUANTEC ultra is also the ultimate in high-performance shelf-mounted robots.\nWith its payload capacity of 300 kilograms and a maximum reach of 3,100 millimeters, the KR QUANTEC ultra is the strongest, most compact industrial robot. As such, the KR QUANTEC ultra has the highest power density currently available in the high payload range for the manufacturing industry. Furthermore, you can choose from various mounting positions and versions – such as the Foundry variants for areas with a high level of contamination, high humidity and high temperatures. Six shelf-mounted variants are also available.']","{'Payload': '120kg', 'Reach': ' 3901cm', 'Axis': ' 6', 'Weight': ' 1221kg', 'Repeatability': ' 0.06mm', 'Speed': ' 191.16mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kuka-kr-500-fortec-500-r2830-mt', '1': 'https://bot-hive.com/product/kuka-kr-quantec-210-r3300-ultra-k-f', '2': 'https://bot-hive.com/product/kuka-kr-quantec-240-r3100-ultra-k-1', '3': 'https://bot-hive.com/product/kuka-kr-500-fortec-480-r3330-mt'}"
https://bot-hive.com/product/kuka-kr-500-fortec-420-r3080-f,['KUKA - KR 500 FORTEC 420 R3080 F'],['Kuka UK'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/download-30_c0cbec40-d322-11ea-b2f5-e7cfdee26058.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe KR 500 FORTEC is our versatile heavy-duty robot that is suitable for a wide range of task. For example, the Machine Tool variant is predestined for milling task in the high payload range, while the Foundry variant is perfectly suited to heavy-duty tasks in the foundry. \nThe exceptional product quality that the KR 500 FORTEC delivers in milling and other task is based on two fundamental features that inspired the robot’s name: strength and proven technology. Reaches of up to 3,326 millimeters enable large workpieces to be processed, even in confined cells. Thanks to its streamlined design with minimized interference contours, the robot provides you with an unusually large workspace and the maximum possible payload distances.']","{'Payload': '526kg', 'Reach': ' 3076cm', 'Axis': ' 6', 'Weight': ' 2415kg', 'Repeatability': ' 0.08mm', 'Speed': ' 91.33mm/s'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kuka-kr-500-fortec-500-r2830-mt', '1': 'https://bot-hive.com/product/kuka-kr-quantec-210-r3300-ultra-k-f', '2': 'https://bot-hive.com/product/kuka-kr-quantec-240-r3100-ultra-k-1', '3': 'https://bot-hive.com/product/kuka-kr-500-fortec-480-r3330-mt'}"
https://bot-hive.com/product/abb-irb-360-61600-flexpicker-1,['ABB - IRB 360-6/1600 FlexPicker®'],['ABB Robotics UK'],['Delta'],['https://files.bot-hive.com/images/bothive/annotation-2020-06-12-140626_354a3b20-aca5-11ea-918e-bdeb0e080478_meta_394x433.png?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nABB’s IRB 360 family of robots, more commonly known as the FlexPicker, are capable of the fastest picking tasks and have been optimized for packing tasks. The robot has outstanding motion performance with the shortest cycle times, precision accuracy, and high payloads. The IRB 360 family includes variants with payloads of 1 kg, 3 kg, 6 kg, and 8 kg and reaches of 1130 mm and 1600 mm—meaning there is an IRB 360 for almost every need.']","{'Payload': '6kg', 'Reach': ' 1600cm', 'Axis': ' 4', 'Weight': ' 120kg', 'Repeatability': ' 1.5mm', 'Speed': ' 350mm/s'}",[],"{'0': 'https://bot-hive.com/product/abb-irb-360-31130-flexpicker-1', '1': 'https://bot-hive.com/product/abb-irb-360-81130-flexpicker', '2': 'https://bot-hive.com/product/abb-irb-360-11600-flexpicker-1', '3': 'https://bot-hive.com/product/abb-irb-360-11130-flexpicker'}"
https://bot-hive.com/product/nido-robotics-sibiu-pro,['NIDO Robotics - Sibiu Pro'],['NIDO Robotics'],['AUVs (Autonomous Underwater Vehicle)'],['https://files.bot-hive.com/images/bothive/copia-de-copia-de-sibiu-pro-2-compressed_160f6130-228a-11eb-aaa6-857a1b113c90.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nSafety in your underwater dives \nAn underwater drone with which you can develop research, inspection and maintenance of submerged systems in the most safe and efficient way you have ever imagined.']","{'Payload': '--', 'Reach': ' --', 'Axis': ' --', 'Weight': ' --', 'Repeatability': ' --', 'Speed': ' --'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/kongsberg-maritime-hugin-superior', '1': 'https://bot-hive.com/product/kongsberg-maritime-eelume', '2': 'https://bot-hive.com/product/kongsberg-maritime-hugin', '3': 'https://bot-hive.com/product/seadrone-inspector-3'}"
https://bot-hive.com/product/hikrobot-mr-f4-2000-ahi,['Hikrobot - MR-F4-2000-A(HI)'],['Hikrobot'],['Industrial Mobile Robots'],['https://files.bot-hive.com/images/bothive/201910290255260214_e58e48d0-dc90-11ea-9362-51e908966693.png?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nA rapid and precise automated forklift for faster warehouse operations.\nWith exceptional precision and speed, the F2 outperforms manual forklift operators with accurate pallet or cage placement. It is the optimal solution for eCommerce, 3PL, manufacturing and many other sectors.']","{'Payload': '2000kg', 'Reach': ' --', 'Axis': ' --', 'Weight': ' 1410kg', 'Repeatability': ' --', 'Speed': ' --'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/hikrobot-mr-f3-3000-ahi-1', '1': 'https://bot-hive.com/product/hikrobot-f2-50dc-hi-10', '2': 'https://bot-hive.com/product/hikrobot-q7-1000ce-chi', '3': 'https://bot-hive.com/product/hikrobot-mr-f4-1600-ahi'}"
https://bot-hive.com/product/waypoint-robotics-vector-3d-hd,['Waypoint Robotics - Vector 3D HD'],['Waypoint Robotics'],['Industrial Mobile Robots'],['https://files.bot-hive.com/images/bothive/vector-3d-hd-r01-1500-x-1500-transparent_ca285810-2efc-11eb-b89e-1b1aa8d28f1e.png?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nAutonomous Mobile Robot for Industry 4.0\nVector™ is the autonomous mobile robot (AMR) for manufacturing and logistics task. Vector is the most advanced and intuitive AMR built for workers to deploy in real-world, industrial environments. Vector is easy to use for the entire workforce, so you can immediately put it to work moving parts, materials, and tools even in the most unpredictable and changing conditions. You can focus on more rewarding, valuable tasks while Vector is moving materials for you.  It features an industrial strength chassis, omnidirectional mobility, and compact design for use in any setting. Vector has two options for payload capacity -- 300 lbs and 600 lbs, so it’s ready to move what you need moved. ']","{'Payload': '272kg', 'Reach': ' --', 'Axis': ' --', 'Weight': ' --', 'Repeatability': ' --', 'Speed': ' --'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/waypoint-robotics-vector-hd', '1': 'https://bot-hive.com/product/waypoint-robotics-vector-3d', '2': 'https://bot-hive.com/product/waypoint-robotics-mav3k', '3': 'https://bot-hive.com/product/waypoint-robotics-vector'}"
https://bot-hive.com/product/schunk-gsw-b-age-xyz-220,['Schunk - GSW-B-AGE-XYZ 220'],['Schunk Intec Ltd'],['Shaft Interface Gripper'],['https://files.bot-hive.com/images/bothive/csm_im0008026_87f1f01e42_eb159a80-f1ce-11ea-b2d5-0d3f754dc6a7.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}",['Product Description\nUniversal gripper PGN-plus/PZN-plus with GSW-B shank interface and compensation unit AGE. Unit for fully automated loading and unloading of machining centres'],"{'Payload': '--', 'Reach': ' --', 'Axis': ' --', 'Weight': ' 1.1kg', 'Repeatability': ' --', 'Speed': ' --'}",['Delivery Times: 1 week'],"{'0': 'https://bot-hive.com/product/schunk-gsw-b-age-xyz-150', '1': 'https://bot-hive.com/product/schunk-gsw-b-age-xyz-600', '2': 'https://bot-hive.com/product/schunk-gsw-b-50-p', '3': 'https://bot-hive.com/product/schunk-gsw-v25-snd125'}"
